校系代碼,系名
032012,教育學系
032022,教育經營與管理學系
032032,幼兒與家庭教育學系
032042,特殊教育學系
032052,心理與諮商學系
032062,社會與區域發展學系
032072,兒童英語教育學系
032082,語文與創作學系語文師資組
032092,語文與創作學系文學創作組
032102,文化創意產業經營學系
032112,藝術與造形設計學系設計組
032122,自然科學教育學系
032132,資訊科學系
032142,數位科技設計學系
032152,數學暨資訊教育學系數學組
032162,數學暨資訊教育學系資訊組
032172,數學暨資訊教育學系數學組(公費生)
032182,兒童英語教育學系(公費生)
032192,自然科學教育學系(公費生甲組)
032202,自然科學教育學系(公費生乙組)
032212,音樂學系
032222,音樂學系(公費生甲組)
032232,音樂學系(公費生乙組)
032242,藝術與造形設計學系藝術組
032252,藝術與造形設計學系藝術組(公費生)
032262,體育學系
035012,教育學系
035022,特殊教育學系
035032,幼兒教育學系
035042,心理與諮商學系
035052,學習與媒材設計學系
035062,中國語文學系
035072,英語教學系
035082,英語教學系(公費生)
035092,社會暨公共事務學系
035102,歷史與地理學系
035112,地球環境暨生物資源學系
035122,應用物理暨化學系電子物理組
035132,應用物理暨化學系應用化學組
035142,數學系
035152,資訊科學系
035162,城市發展學系
035172,都會產業經營與行銷學系
035182,衛生福利學系
035192,音樂學系
035202,視覺藝術學系
035212,體育學系
035222,休閒運動管理學系
035232,運動健康科學系
038012,教育學系
038022,文化資源與休閒產業學系
038032,幼兒教育學系
038042,特殊教育學系
038052,數位媒體與文教產業學系
038062,英美語文學系
038072,華語文學系
038082,身心整合與運動休閒產業學系
038092,公共與文化事務學系
038102,應用數學系
038112,資訊管理學系
038122,生命科學系
038132,應用科學系化學及奈米科學組
038142,應用科學系應用物理組
038152,資訊工程學系
038162,綠色與資訊科技學士學位學程
038172,音樂學系〈一般生〉
038182,音樂學系〈原住民生〉
038192,美術產業學系
038202,體育學系
041012,中國文學系
041022,外國語文學系
041032,歷史學系
041042,哲學系
041052,數學系
041062,地球與環境科學系
041072,物理學系
041082,化學暨生物化學系
041092,生命科學系
041102,社會福利學系
041112,心理學系
041122,勞工關係學系
041132,政治學系
041142,傳播學系
041152,資訊工程學系
041162,電機工程學系
041172,機械工程學系
041182,化學工程學系
041192,通訊工程學系
041202,經濟學系
041212,財務金融學系
041222,企業管理學系
041232,會計與資訊科技學系
041242,資訊管理學系
041252,法律學系法學組
041262,法律學系法制組
041272,財經法律學系
041282,成人及繼續教育學系
041292,犯罪防治學系
041302,運動競技學系
044012,工業工程與經營資訊學系
044022,機電工程學系
044032,電子工程學系
044042,資訊管理學系
044052,中國文學系
044062,外國語文學系
044072,哲學系
044082,建築學系
044092,工業設計學系產品設計組
044102,工業設計學系交通工具設計組
044112,環境與防災設計學系環境防災組
044122,環境與防災設計學系環境設計組
044132,美術與文創學系文創設計組
044142,美術與文創學系美術創作組
047012,新聞學系
047022,廣播電視電影學系廣播組
047032,廣播電視電影學系電視組
047042,廣播電視電影學系電影組
047052,圖文傳播暨數位出版學系
047062,公共關係暨廣告學系
047072,口語傳播學系
047082,資訊傳播學系
047092,數位多媒體設計學系動畫設計組
047102,數位多媒體設計學系遊戲設計組
047112,傳播管理學系
047122,資訊管理學系資訊管理組
047132,資訊管理學系資訊科技組
047142,資訊管理學系網路科技組
047152,財務金融學系
047162,行政管理學系
047172,觀光學系餐旅經營管理組
047182,觀光學系旅遊暨休閒事業管理組
047192,觀光學系觀光規劃暨資源管理組
047202,經濟學系
047212,企業管理學系
047222,社會心理學系
047232,英語學系
047242,中國文學系
047252,日本語文學系
047262,法律學系
056012,圖文傳播藝術學系
056022,廣播電視學系
056032,電影學系
056042,戲劇學系
056052,音樂學系作曲組
056062,音樂學系鍵盤組
056072,音樂學系聲樂組
056082,音樂學系弦樂組
056092,音樂學系撥弦組
056102,音樂學系管樂組
056112,音樂學系擊樂組
056122,中國音樂學系作曲組
056132,中國音樂學系聲樂組
056142,中國音樂學系管樂組
056152,中國音樂學系彈弦組
056162,中國音樂學系撥弦組
056172,中國音樂學系擦弦組
056182,中國音樂學系擊樂組
056192,美術學系
056202,書畫藝術學系
056212,雕塑學系
056222,古蹟藝術修護學系
056232,視覺傳達設計學系
056242,工藝設計學系
056252,多媒體動畫藝術學系
056262,舞蹈學系
060012,運動事業管理學系
060022,運動健康科學學系
060032,運動資訊與傳播學系(傳播組)
060042,休閒運動學系
060052,體育學系(一般組)
060062,體育學系(運動專長組)
079012,人文與資訊學系(台北校區)
079022,宗教文化與組織管理學系(台北校區)
079032,宗教文化與組織管理學系-實務組(台北校區)
079042,英美語文學系(台北校區)
079052,應用日語學系(台北校區)
079062,台灣文學系(台北校區)
079072,財務與精算學系精算與保險經營組(台北校區)
079082,財務與精算學系財務資訊組(台北校區)
079092,資訊工程學系(台北校區)
079102,法律學系(台北校區)
079112,會計資訊學系(台北校區)
079122,財務金融學系(台北校區)
079132,國際貿易學系(台北校區)
079142,財政稅務學系(台北校區)
079152,經濟學系(台北校區)
079162,工業管理與經營資訊學系(台北校區)
079172,企業管理學系(台北校區)
079182,資訊管理學系(台北校區)
079192,運動管理學系(台北校區)
079202,運動資訊傳播學系(台北校區)
079212,觀光事業學系(台北校區)
079222,觀光數位知識學系(台北校區)
079232,休閒遊憩事業學系(台南校區)
079242,音樂應用學系(台北校區)
101012,西洋語文學系
101022,運動健康與休閒學系
101032,東亞語文學系日語組
101042,東亞語文學系韓語組
101052,東亞語文學系越語組
101062,法律學系
101072,政治法律學系
101082,財經法律學系
101092,應用經濟學系
101102,亞太工商管理學系企業管理組
101112,亞太工商管理學系工業管理組
101122,資訊管理學系
101132,金融管理學系
101142,應用數學系
101152,應用化學系
101162,應用物理學系
101172,生命科學系
101182,電機工程學系
101192,土木與環境工程學系
101202,化學工程及材料工程學系
101212,資訊工程學系
101222,創意設計與建築學系建築組
101232,創意設計與建築學系創意設計組
110012,企業與創業管理學系企業管理組
110022,企業與創業管理學系創業管理組
110032,國際企業學系
110042,會計學系
110052,財務金融學系財富管理組
110062,財務金融學系金融投資組
110072,財務金融學系營建財務組
110082,行銷學系
110092,物流與航運管理學系
110102,觀光與餐飲旅館學系觀光旅遊組
110112,觀光與餐飲旅館學系餐飲旅館組
110122,空運管理學系
110132,運輸科技與管理學系
110142,休閒事業管理學系
110152,多媒體與行動商務學系
110162,資訊管理學系資訊管理組
110172,資訊管理學系資訊科技應用組
110182,資訊傳播學系
110192,創意產業與數位電影學士學位學程
110202,數位空間與商品設計學士學位學程
110212,法律學系
110222,公共事務管理學系
110232,應用日語學系
110242,應用英語學系
110252,保健營養學系
110262,養生與健康行銷學系養生療癒組
110272,養生與健康行銷學系健康行銷組
110282,健康產業管理學系
110292,形象與健康管理學士學位學程
113012,財務金融學系
113022,財經法律學系
113032,企業管理學系
133012,企業管理學系
133022,財務金融學系
133032,行銷與物流學系
133042,餐旅管理學系
133052,休閒保健學系
133062,精緻農業學系
133072,資訊傳播學系
133082,材料與能源工程學系
133092,數位設計學系
133102,時尚造形學系
133112,景觀與環境設計學系
133122,中國文學學系
133132,應用英語學系
133142,應用日語學系
150012,外國語文學系
150022,應用經濟與管理學系
150032,休閒產業與健康促進學系
150042,土木工程學系
150052,機械與機電工程學系
150062,化學工程與材料工程學系
150072,環境工程學系
150082,生物機電工程學系
150092,食品科學系
150102,生物技術與動物科學系
150112,森林暨自然資源學系
150122,園藝學系
150132,電機工程學系
150142,電子工程學系
150152,資訊工程學系
003012,中國文學系
003022,外國語文學系
003032,歷史學系
003042,財務金融學系
003052,企業管理學系
003062,資訊管理學系
003072,會計學系
003082,行銷學系
003092,法律學系
003102,應用經濟學系
003112,化學系
003122,物理學系一般物理組
003132,物理學系光電物理組
003142,應用數學系
003152,資訊科學與工程學系
003162,機械工程學系
003172,土木工程學系
003182,環境工程學系
003192,電機工程學系
003202,化學工程學系
003212,材料科學與工程學系
003222,生物產業機電工程學系
003232,水土保持學系
003242,食品暨應用生物科技學系
003252,農藝學系
003262,園藝學系
003272,森林學系林學組
003282,森林學系林學組(原住民公費生)
003292,森林學系木材科學組
003302,植物病理學系
003312,昆蟲學系
003322,動物科學系
003332,土壤環境科學系
003342,生物科技學士學位學程
003352,景觀與遊憩學士學位學程
003362,國際農企業學士學位學程
003372,生命科學系
003382,獸醫學系
006012,中國文學系
006022,歷史學系
006032,哲學系
006042,教育學系
006052,政治學系
006062,社會學系
006072,財政學系
006082,公共行政學系
006092,地政學系土地資源規劃組
006102,地政學系土地管理組
006112,地政學系土地測量與資訊組
006122,經濟學系
006132,民族學系
006142,外交學系
006152,國際經營與貿易學系
006162,金融學系
006172,會計學系
006182,統計學系
006192,企業管理學系
006202,資訊管理學系
006212,財務管理學系
006222,風險管理與保險學系
006232,傳播學院大一大二不分系
006242,英國語文學系
006252,阿拉伯語文學系
006262,斯拉夫語文學系
006272,日本語文學系
006282,韓國語文學系
006292,土耳其語文學系
006302,歐洲語文學系法文組
006312,歐洲語文學系德文組
006322,歐洲語文學系西班牙文組
006332,法律學系
006342,應用數學系
006352,心理學系
006362,資訊科學系
006372,不分系招生(政星組)
009012,中國文學系
009022,外國語文學系
009032,歷史學系
009042,日本語言文化學系
009052,哲學系
009062,應用物理學系材料及奈米科技組
009072,應用物理學系光電組
009082,化學系化學組
009092,化學系化學生物組
009102,生命科學系生物醫學組
009112,生命科學系生態暨生物多樣性組
009122,應用數學系
009132,化學工程與材料工程學系
009142,工業工程與經營資訊學系
009152,環境科學與工程學系
009162,資訊工程學系資電工程組
009172,資訊工程學系數位創意組
009182,資訊工程學系軟體工程組
009192,電機工程學系IC設計與無線通訊組
009202,電機工程學系奈米電子與能源技術組
009212,企業管理學系(行銷與數位經營組)
009222,企業管理學系(永續與服務創新組)
009232,企業管理學系(創業與組織領導組)
009242,國際經營與貿易學系
009252,會計學系
009262,財務金融學系
009272,國際學院國際經營管理學位學程(英語專班)
009282,統計學系(自然組)
009292,統計學系(社會組)
009302,資訊管理學系(物聯網與大數據應用組)
009312,資訊管理學系(數位行銷與電子商務應用組)
009322,經濟學系一般經濟組
009332,經濟學系產業經濟組
009342,政治學系政治理論組
009352,政治學系國際關係組
009362,行政管理暨政策學系
009372,社會學系
009382,社會工作學系
009392,畜產與生物科技學系
009402,食品科學系
009412,餐旅管理學系
009422,建築學系
009432,工業設計學系
009442,景觀學系
009452,法律學系
009462,永續科學與工程學位學程(英語專班)
009472,音樂學系
009482,美術學系
013012,電機資訊學士班
013022,奈米科學及工程學士學位學程
013032,電子工程學系(甲組)
013042,電子工程學系(乙組)
013052,電機工程學系(甲組)
013062,電機工程學系(乙組)
013072,光電工程學系
013082,資訊工程學系資電工程組
013092,資訊工程學系資訊工程組
013102,資訊工程學系網路與多媒體工程組
013112,材料科學與工程學系
013122,機械工程學系
013132,土木工程學系
013142,理學院科學學士學位學程(乙組)
013152,理學院科學學士學位學程(丙組)
013162,理學院科學學士學位學程(丁組，科學人才不分系)
013172,電子物理學系光電與奈米科學組
013182,電子物理學系電子物理組
013192,應用化學系
013202,應用數學系
013212,生物科技學系
013222,資訊管理與財務金融學系資訊管理組
013232,資訊管理與財務金融學系財務金融組
013242,管理科學系
013252,運輸與物流管理學系
013262,工業工程與管理學系
013272,外國語文學系
013282,傳播與科技學系
013292,人文社會學系
013302,旋坤揚帆招生甲組(電機資訊)
013312,旋坤揚帆招生乙組(工程)
013322,旋坤揚帆招生丙組(理學生科)
013332,旋坤揚帆招生丁組(管理)
013342,旋坤揚帆招生戊組(人文社會)
016012,中國文學系
016022,英美語文學系
016032,法國語文學系
016042,數學系
016052,物理學系
016062,化學學系
016072,光電科學與工程學系
016082,土木工程學系
016092,機械工程學系光機電工程組
016102,機械工程學系先進材料與精密製造組
016112,機械工程學系設計與分析組
016122,化學工程與材料工程學系
016132,企業管理學系
016142,資訊管理學系
016152,經濟學系
016162,財務金融學系
016172,電機工程學系
016182,資訊工程學系
016192,通訊工程學系
016202,大氣科學學系大氣組
016212,大氣科學學系太空組
016222,地球科學學系
016232,客家語文暨社會科學學系
016242,生命科學系
016252,生醫科學與工程學系
016262,不分系招生(向日葵甲組)
016272,不分系招生(向日葵乙組)
019012,機械工程學系電子機械組
019022,機械工程學系精密機械組
019032,電機工程學系電機與系統組
019042,電機工程學系電子與通訊組
019052,化學工程學系
019062,工業設計學系
019072,事業經營學系
019082,資訊工程學系
019092,材料工程學系
019102,生物工程學系
019112,資訊經營學系
019122,媒體設計學系互動媒體設計組
019132,媒體設計學系數位遊戲設計組
019142,應用外語學系
022012,數學系數學組
022022,數學系應用數學組
022032,化學系
022042,物理學系
022052,生物科技系
022062,工業科技教育學系
022072,工業設計學系
022082,光電與通訊工程學系
022092,電子工程學系
022102,軟體工程與管理學系
022112,事業經營學系
022122,地理學系
022132,特殊教育學系
022142,英語學系
022152,教育學系
022162,國文學系
022172,音樂學系
022182,美術學系
022192,視覺設計學系
022202,體育學系
026012,醫學系
026022,牙醫學系
026032,物理治療學系
026042,職能治療學系
026052,語言治療與聽力學系語言治療組
026062,語言治療與聽力學系聽力組
026072,生物醫學科學學系
026082,視光學系
026092,醫學影像暨放射科學系
026102,心理學系
026112,營養學系
026122,職業安全衛生學系
026132,醫學應用化學系
026142,健康餐飲暨產業管理學系
026152,護理學系
026162,醫學檢驗暨生物技術學系
026172,應用外國語言學系
026182,公共衛生學系
026192,醫學社會暨社會工作學系
026202,醫學資訊學系
026212,醫療產業科技管理學系
026222,護理學系(公費生)
026232,醫學系(繁星第八類)
030012,醫學系
030022,中醫學系
030032,護理學系
030042,醫學生物技術暨檢驗學系
030052,醫學影像暨放射科學系
030062,物理治療學系
030072,職能治療學系
030082,生物醫學系
030092,呼吸治療學系
030102,電機工程學系系統與晶片設計組
030112,電機工程學系通訊組
030122,機械工程學系
030132,化工與材料工程學系
030142,電子工程學系
030152,資訊工程學系
030162,醫務管理學系
030172,工商管理學系
030182,工業設計學系媒體與傳達設計組
030192,工業設計學系產品設計組
030202,資訊管理學系
030212,護理學系(公費生)
030222,醫學系(公費生)
030232,醫學系(繁星第八類)
033012,教育學系
033022,特殊教育學系
033032,幼兒教育學系
033042,諮商與輔導學系
033052,國語文學系
033062,英語學系
033072,行政管理學系
033082,文化與自然資源學系
033092,經營與管理學系
033102,數位學習科技學系
033112,資訊工程學系
033122,電機工程學系
033132,材料科學系
033142,綠色能源科技學系
033152,生物科技學系
033162,生態科學與技術學系
033172,戲劇創作與應用學系
033182,應用數學系
033192,音樂學系
033202,視覺藝術與設計學系
033212,體育學系
036012,教育學系
036022,幼兒教育學系
036032,特殊教育學系
036042,教育心理與輔導學系
036052,中國語文學系
036062,英語學系
036072,文化創意產業學系
036082,社會發展學系
036092,應用英語學系
036102,應用日語學系
036112,商業自動化與管理學系
036122,行銷與流通管理學系
036132,休閒事業經營學系
036142,不動產經營學系
036152,企業管理學系
036162,國際貿易學系
036172,財務金融學系
036182,會計學系
036192,應用化學系
036202,應用數學系
036212,應用物理系物理組
036222,應用物理系光電暨材料組
036232,科普傳播學系
036242,電腦與智慧型機器人學士學位學程
036252,電腦與通訊學系
036262,資訊工程學系
036272,資訊科學系
036282,資訊管理學系
036292,音樂學系
036302,視覺藝術學系
036312,體育學系
039012,運動保健學系
039022,休閒產業經營學系
039032,體育推廣學系(一般組)
039042,適應體育學系
039052,體育推廣學系(拔河組)
042012,電機工程學系
042022,電機工程學系(產學合作組)
042032,機械與自動化工程學系(車輛科技與綠色能源組)
042042,機械與自動化工程學系(微機電與精密機械組)
042052,機械與自動化工程學系(機電整合組)
042062,材料科學與工程學系
042072,材料科學與工程學系(能源材料組)
042082,工業工程與管理學系(產品開發組)
042092,工業工程與管理學系(資訊服務組)
042102,綠色產品設計學士學位學程(能源科技組)
042112,綠色產品設計學士學位學程(工業設計組)
042122,資訊工程學系
042132,資訊工程學系(產學合作組)
042142,環境工程學系(社會組)
042152,環境工程學系(環境管理組)
042162,消防安全學士學位學程(消防組)
042172,消防安全學士學位學程(災防組)
042182,多媒體數位內容學位學程
042192,應用日語學系
042202,歐洲文化與旅遊學士學位學程(德語組)
042212,歐洲文化與旅遊學士學位學程(法語組)
042222,歐洲文化與旅遊學士學位學程(西班牙語組)
042232,英語學系
042242,文創產業國際人才學士學位學程
042252,生物產業科技學系(食品生技組)
042262,生物產業科技學系(工廠實務與管理組)
042272,分子生物科技學系(生物醫藥組)
042282,分子生物科技學系(醫藥檢驗與管理組)
042292,生物資源學系(生態旅遊與生物多樣性組)
042302,生物資源學系(微生物應用開發組)
042312,藥用植物與保健學系(中藥保健組)
042322,藥用植物與保健學系(藥粧經絡組)
042332,財務金融學系
042342,財務金融學系(銀行專業組)
042352,會計資訊學系(會計管理組)
042362,會計資訊學系(投資理財組)
042372,人力資源暨公共關係學系(人力資源管理組)
042382,人力資源暨公共關係學系(公關行銷組)
042392,國際企業管理學系(貿易經營組)
042402,國際企業管理學系(行銷創意組)
042412,資訊管理學系
042422,企業管理學系(經營管理組)
042432,企業管理學系(行銷流通組)
042442,護理學系
042452,護理學系(公費生)
042462,醫療器材設計與材料學士學位學程(醫用材料組)
042472,醫療器材設計與材料學士學位學程
042482,視光學系
042492,運動健康管理學系(運動健康指導組)
042502,運動健康管理學系(產業經營組)
042512,休閒事業管理學系(創新經營組)
042522,休閒事業管理學系(活動企劃組)
042532,婚禮企劃暨節慶管理學士學位學程(行銷企劃組)
042542,婚禮企劃暨節慶管理學士學位學程(婚企經營組)
042552,烘焙暨飲料調製學士學位學程(產學合作組)
042562,烘焙暨飲料調製學士學位學程
042572,餐旅管理學系
042582,餐旅管理學系(產學合作組)
042592,觀光旅遊學系
042602,觀光旅遊學系(產學合作組)
042612,工業設計學系
042622,傳播藝術學士學位學程
042632,空間設計學系室內設計組
042642,空間設計學系建築組
042652,造形藝術學系(工藝文創組)
042662,造形藝術學系(藝術創作組)
042672,視覺傳達設計學系(視覺設計組)
042682,視覺傳達設計學系(動態媒體組)
045012,電機工程學系
045022,電子工程學系
045032,資訊工程學系
045042,通訊工程學系
045052,機械與自動化工程學系
045062,化學工程學系
045072,土木與生態工程學系
045082,材料科學與工程學系
045092,財務與計算數學系
045102,生物醫學工程學系
045112,工業管理學系
045122,資訊管理學系
045132,企業管理學系
045142,財務金融學系財務管理組
045152,財務金融學系金融管理組
045162,會計學系財稅規劃組
045172,會計學系管理應用組
045182,國際商務學系
045192,公共政策與管理學系
045202,醫務管理學系
045212,健康管理學系
045222,餐旅管理學系
045232,休閒事業管理學系
045242,觀光學系
045252,廚藝學系
045262,國際企業經營學系國際行銷組(國際學院)
045272,國際企業經營學系國際經營組(國際學院)
045282,國際財務金融學系(國際學院)
045292,國際觀光餐旅學系(國際學院)
045302,娛樂事業管理學系影視娛樂管理組(國際學院)
045312,娛樂事業管理學系創意娛樂管理組(國際學院)
045322,應用英語學系
045332,應用日語學系
045342,大眾傳播學系媒體製作組
045352,大眾傳播學系傳播管理組
045362,創意商品設計學系
045372,電影與電視學系
045382,數位多媒體設計學系數位動畫設計組
045392,數位多媒體設計學系互動媒體設計組
045402,生物科技學系生物醫藥組
045412,生物科技學系食品生技組
045422,營養學系臨床營養組
045432,營養學系食品營養組
045442,護理學系
045452,護理學系(公費生)
045462,醫學影像暨放射科學系
045472,物理治療學系
045482,職能治療學系
050012,食品營養與保健生技學系(臺北校區)
050022,社會工作學系(臺北校區)
050032,家庭研究與兒童發展學系(臺北校區)
050042,餐飲管理學系(臺北校區)
050052,服裝設計學系(臺北校區)
050062,工業產品設計學系(臺北校區)
050072,媒體傳達設計學系數位3D動畫設計組(臺北校區)
050082,媒體傳達設計學系創新媒體設計組(臺北校區)
050092,建築設計學系(臺北校區)
050102,會計學系(臺北校區)
050112,國際經營與貿易學系(臺北校區)
050122,企業管理學系(臺北校區)
050132,管理學院國際企業英語學士學位學程(臺北校區)
050142,財務金融學系(臺北校區)
050152,風險管理與保險學系(臺北校區)
050162,資訊科技與管理學系(臺北校區)
050172,應用外語學系(臺北校區)
050182,國際貿易學系(高雄校區)
050192,會計暨稅務學系(高雄校區)
050202,資訊管理學系(高雄校區)
050212,金融管理學系(高雄校區)
050222,國際企業管理學系(高雄校區)
050232,行銷管理學系(高雄校區)
050242,資訊科技與通訊學系(高雄校區)
050252,資訊模擬與設計學系(高雄校區)
050262,服飾設計與經營學系(高雄校區)
050272,應用英語學系(高雄校區)
050282,觀光管理學系(高雄校區)
050292,休閒產業管理學系(高雄校區)
050302,時尚設計學系(高雄校區)
050312,應用中文學系(高雄校區)
050322,應用日文學系(高雄校區)
050332,電腦動畫學士學位學程(高雄校區)
050342,音樂學系(臺北校區)
058012,中國語文學系
058022,外國語文學系
058032,社會政策與社會工作學系
058042,歷史學系
058052,東南亞學系東南亞組
058062,東南亞學系人類學組
058072,國際企業學系
058082,經濟學系
058092,資訊管理學系
058102,財務金融學系
058112,觀光休閒與餐旅管理學系觀光休閒組
058122,觀光休閒與餐旅管理學系餐旅管理組
058132,國際文教與比較教育學系
058142,教育政策與行政學系
058152,諮商心理與人力資源發展學系諮商心理組
058162,諮商心理與人力資源發展學系終身學習與人力資源發展組
058172,資訊工程學系
058182,土木工程學系
058192,電機工程學系
058202,應用化學系
058212,應用材料及光電工程學系
063012,藝術史學系
063022,應用音樂學系藝術管理組
063032,應用音樂學系音樂工程與創作組
063042,材質創作與設計系
099012,法律學系法學組
099022,法律學系司法組
099032,法律學系財經法組
099042,企業管理學系
099052,金融與合作經營學系
099062,會計學系
099072,統計學系
099082,休閒運動管理學系
099092,公共行政暨政策學系
099102,財政學系
099112,不動產與城鄉環境學系
099122,經濟學系
099132,社會學系
099142,社會工作學系
099152,中國文學系
099162,應用外語學系
099172,歷史學系
099182,資訊工程學系
099192,通訊工程學系
099202,電機工程學系
099212,不分系招生(飛鳶組)
108012,醫學系
108022,醫學檢驗生物技術學系
108032,公共衛生學系
108042,護理學系
108052,醫學資訊學系
108062,物理治療學系
108072,生命科學系
108082,分子生物暨人類遺傳學系
108092,傳播學系
108102,兒童發展與家庭教育學系
108112,社會工作學系
108122,人類發展與心理學系
108132,東方語文學系中文組
108142,東方語文學系日文組
108152,英美語文學系
108162,護理學系(公費生)
108172,醫學系(公費生)
108182,醫學系(繁星第八類)
111012,幼兒教育學系(師資培育學系)
111022,餐旅管理學系
111032,觀光事業管理學系
111042,企業管理學系
111052,休閒管理學系
111062,飯店管理學系
111072,烘焙管理學系
130012,文化資產與創意學系
130022,傳播學系(數位媒體組)
130032,傳播學系(廣告公關組)
130042,傳播學系(流行音樂傳播組)
130052,產品與媒體設計學系(創意商品設計組)
130062,產品與媒體設計學系(視覺傳達暨數位媒體設計組)
130072,資訊應用學系資訊系統與管理組
130082,資訊應用學系網路與多媒體組
130092,資訊應用學系學習與數位科技組
130102,中國文學與應用學系
130112,歷史學系
130122,外國語文學系
130132,社會學系
130142,心理學系
130152,公共事務學系國際與兩岸事務組
130162,公共事務學系政策與行政管理組
130172,管理學系(經營管理組)
130182,管理學系(行銷與創業組)
130192,應用經濟學系(財務金融組)
130202,應用經濟學系(經貿產業組)
130212,未來與樂活產業學系
134012,健康產業管理學系健康產業管理組
134022,健康產業管理學系醫療機構管理組
134032,保健營養生技學系食品營養組
134042,保健營養生技學系化妝品組
134052,生物科技學系應用技術組
134062,生物科技學系產業管理組
134072,心理學系心理師研修組
134082,心理學系諮商與臨床心理組
134092,心理學系職場健康與發展組
134102,護理學系國際護理組
134112,護理學系臨床照護組
134122,護理學系高齡長期照護組
134132,護理學系(公費生)
134142,視光學系
134152,聽力暨語言治療學系
134162,職能治療學系
134172,生物資訊與醫學工程學系生醫資訊組
134182,生物資訊與醫學工程學系醫學工程組
134192,資訊工程學系資電應用組
134202,資訊工程學系數位內容組
134212,行動商務與多媒體應用學系多媒體應用組
134222,行動商務與多媒體應用學系行動商務組
134232,光電與通訊學系光電綠能組
134242,光電與通訊學系通訊網路組
134252,資訊傳播學系媒體傳播組
134262,資訊傳播學系影視媒體組
134272,經營管理學系企業創新管理組
134282,經營管理學系行銷管理組
134292,經營管理學系國際企業管理組
134302,休閒與遊憩管理學系餐旅事業管理組
134312,休閒與遊憩管理學系旅遊事業管理組
134322,會計與資訊學系財稅應用組
134332,會計與資訊學系管理應用組
134342,財務金融學系投資管理組
134352,財務金融學系金融管理組
134362,財經法律學系科技法律組
134372,財經法律學系財經法律組
134382,外國語文學系語文與專業應用組
134392,外國語文學系語文與商務溝通組
134402,社會工作學系社工心理雙專業組
134412,社會工作學系兒少保護與弱勢培力組
134422,社會工作學系醫務社工與社會照顧組
134432,幼兒教育學系幼兒文創組
134442,幼兒教育學系幼兒師資組
134452,數位媒體設計學系數位動畫設計組
134462,數位媒體設計學系數位遊戲設計組
134472,視覺傳達設計學系企業形象設計組
134482,視覺傳達設計學系產業視覺設計組
134492,創意商品設計學系流行精品設計組
134502,創意商品設計學系創意商品設計組
134512,時尚設計學系時尚服裝設計組
134522,時尚設計學系時尚精品設計組
134532,室內設計學系商業空間組
134542,室內設計學系住宅空間組
134552,創意設計學院不分系國際設計學士班
